# OpenSignals Text File Format. Version 1
# {"98:D3:61:FD:78:31": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:61:FD:78:31", "device connection": "BTH98:D3:61:FD:78:31", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-9-25", "time": "12:9:37.864", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "ECGBIT", "RAW", "EEGBITREV", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	502	505	0	675	38	0	
1	0	0	0	0	510	505	0	644	38	0	
2	0	0	0	0	507	506	0	624	39	0	
3	0	0	0	0	511	505	0	639	38	0	
4	0	0	0	0	511	505	0	662	38	0	
5	0	0	0	0	514	508	0	662	38	0	
6	0	0	0	0	513	506	0	647	38	0	
7	0	0	0	0	508	506	0	640	38	0	
8	0	0	0	0	517	506	0	608	38	0	
9	0	0	0	0	511	505	0	582	38	0	
10	0	0	0	0	507	504	0	572	39	0	
11	0	0	0	0	504	504	0	576	38	0	
12	0	0	0	0	503	505	0	562	38	0	
13	0	0	0	0	505	506	0	515	38	0	
14	0	0	0	0	506	504	0	497	38	0	
15	0	0	0	0	505	505	0	536	38	0	
0	0	0	0	0	506	507	0	595	38	0	
1	0	0	0	0	505	507	0	643	38	0	
2	0	0	0	0	516	507	0	668	39	0	
3	0	0	0	0	510	507	0	639	38	0	
4	0	0	0	0	508	507	0	572	38	0	
5	0	0	0	0	510	506	0	465	38	0	
6	0	0	0	0	508	505	0	397	38	0	
7	0	0	0	0	512	507	0	430	38	0	
8	0	0	0	0	512	508	0	509	38	0	
9	0	0	0	0	505	507	0	560	38	0	
10	0	0	0	0	510	506	0	610	39	0	
11	0	0	0	0	515	505	0	623	38	0	
12	0	0	0	0	504	505	0	599	38	0	
13	0	0	0	0	513	506	0	593	38	0	
14	0	0	0	0	511	505	0	623	38	0	
15	0	0	0	0	508	505	0	660	38	0	
0	0	0	0	0	506	505	0	673	38	0	
1	0	0	0	0	504	505	0	676	38	0	
2	0	0	0	0	505	506	0	644	39	0	
3	0	0	0	0	510	504	0	611	38	0	
4	0	0	0	0	512	504	0	590	38	0	
5	0	0	0	0	516	503	0	604	38	0	
6	0	0	0	0	504	504	0	637	38	0	
7	0	0	0	0	510	504	0	711	38	0	
8	0	0	0	0	508	504	0	740	38	0	
9	0	0	0	0	509	507	0	713	38	0	
10	0	0	0	0	516	508	0	627	39	0	
11	0	0	0	0	514	508	0	553	38	0	
12	0	0	0	0	507	508	0	547	38	0	
13	0	0	0	0	499	508	0	579	38	0	
14	0	0	0	0	503	508	0	580	38	0	
15	0	0	0	0	510	508	0	542	38	0	
0	0	0	0	0	510	506	0	504	38	0	
1	0	0	0	0	511	506	0	484	38	0	
2	0	0	0	0	501	506	0	472	39	0	
3	0	0	0	0	505	507	0	452	38	0	
4	0	0	0	0	512	505	0	422	38	0	
5	0	0	0	0	512	507	0	385	38	0	
6	0	0	0	0	513	507	0	371	38	0	
7	0	0	0	0	513	508	0	441	38	0	
8	0	0	0	0	510	508	0	530	38	0	
9	0	0	0	0	513	507	0	584	38	0	
10	0	0	0	0	509	507	0	604	39	0	
11	0	0	0	0	506	508	0	589	38	0	
12	0	0	0	0	507	507	0	611	38	0	
13	0	0	0	0	511	506	0	649	38	0	
14	0	0	0	0	510	506	0	680	38	0	
15	0	0	0	0	510	506	0	738	38	0	
0	0	0	0	0	502	507	0	720	38	0	
1	0	0	0	0	503	506	0	568	38	0	
2	0	0	0	0	507	508	0	521	39	0	
3	0	0	0	0	507	508	0	584	38	0	
4	0	0	0	0	508	508	0	644	38	0	
5	0	0	0	0	507	508	0	660	38	0	
6	0	0	0	0	512	508	0	637	38	0	
7	0	0	0	0	514	508	0	625	38	0	
8	0	0	0	0	511	509	0	574	38	0	
9	0	0	0	0	512	507	0	498	38	0	
10	0	0	0	0	507	507	0	492	39	0	
11	0	0	0	0	515	508	0	511	38	0	
12	0	0	0	0	509	509	0	524	38	0	
13	0	0	0	0	505	509	0	496	38	0	
14	0	0	0	0	508	508	0	493	38	0	
15	0	0	0	0	508	506	0	537	38	0	
0	0	0	0	0	508	508	0	577	38	0	
1	0	0	0	0	510	507	0	617	38	0	
2	0	0	0	0	507	505	0	641	39	0	
3	0	0	0	0	506	506	0	648	38	0	
4	0	0	0	0	501	504	0	655	38	0	
5	0	0	0	0	504	504	0	634	38	0	
6	0	0	0	0	507	503	0	605	38	0	
7	0	0	0	0	505	504	0	603	38	0	
8	0	0	0	0	516	505	0	625	38	0	
9	0	0	0	0	510	505	0	595	38	0	
10	0	0	0	0	508	508	0	474	39	0	
11	0	0	0	0	516	508	0	423	38	0	
12	0	0	0	0	514	508	0	416	38	0	
13	0	0	0	0	512	507	0	385	38	0	
14	0	0	0	0	509	508	0	439	38	0	
15	0	0	0	0	504	510	0	512	38	0	
0	0	0	0	0	507	508	0	498	38	0	
1	0	0	0	0	501	505	0	423	38	0	
2	0	0	0	0	504	504	0	450	39	0	
3	0	0	0	0	512	505	0	589	38	0	
4	0	0	0	0	511	505	0	665	38	0	
5	0	0	0	0	508	506	0	660	38	0	
6	0	0	0	0	510	505	0	643	38	0	
7	0	0	0	0	511	506	0	604	38	0	
8	0	0	0	0	509	506	0	578	38	0	
9	0	0	0	0	510	505	0	561	38	0	
10	0	0	0	0	521	506	0	576	39	0	
11	0	0	0	0	508	507	0	598	38	0	
12	0	0	0	0	516	506	0	612	38	0	
13	0	0	0	0	511	507	0	588	38	0	
14	0	0	0	0	510	507	0	496	38	0	
15	0	0	0	0	504	506	0	376	38	0	
0	0	0	0	0	508	505	0	339	38	0	
1	0	0	0	0	510	506	0	324	38	0	
2	0	0	0	0	501	506	0	399	39	0	
3	0	0	0	0	498	507	0	489	38	0	
4	0	0	0	0	509	504	0	494	38	0	
5	0	0	0	0	505	506	0	440	38	0	
6	0	0	0	0	510	505	0	367	38	0	
7	0	0	0	0	508	507	0	314	38	0	
8	0	0	0	0	511	507	0	373	38	0	
9	0	0	0	0	511	506	0	537	38	0	
10	0	0	0	0	508	507	0	636	39	0	
11	0	0	0	0	516	507	0	660	38	0	
12	0	0	0	0	505	508	0	670	38	0	
13	0	0	0	0	511	507	0	635	38	0	
14	0	0	0	0	520	508	0	561	38	0	
15	0	0	0	0	508	508	0	527	38	0	
0	0	0	0	0	495	507	0	511	38	0	
1	0	0	0	0	501	508	0	497	38	0	
2	0	0	0	0	508	506	0	517	39	0	
3	0	0	0	0	503	505	0	526	38	0	
4	0	0	0	0	513	506	0	511	38	0	
5	0	0	0	0	512	505	0	497	38	0	
6	0	0	0	0	513	505	0	519	38	0	
7	0	0	0	0	512	506	0	589	38	0	
8	0	0	0	0	509	504	0	658	38	0	
9	0	0	0	0	514	505	0	751	38	0	
10	0	0	0	0	507	505	0	813	39	0	
11	0	0	0	0	517	505	0	838	38	0	
12	0	0	0	0	507	506	0	829	38	0	
13	0	0	0	0	506	504	0	785	38	0	
14	0	0	0	0	509	504	0	647	38	0	
15	0	0	0	0	519	505	0	526	38	0	
0	0	0	0	0	507	504	0	570	38	0	
1	0	0	0	0	503	504	0	608	38	0	
2	0	0	0	0	502	505	0	615	39	0	
3	0	0	0	0	502	507	0	606	38	0	
4	0	0	0	0	504	507	0	485	38	0	
5	0	0	0	0	512	507	0	368	38	0	
6	0	0	0	0	511	506	0	281	38	0	
7	0	0	0	0	503	508	0	263	38	0	
8	0	0	0	0	516	507	0	357	38	0	
9	0	0	0	0	515	508	0	518	38	0	
10	0	0	0	0	513	507	0	650	39	0	
11	0	0	0	0	515	507	0	734	38	0	
12	0	0	0	0	511	506	0	763	38	0	
13	0	0	0	0	508	506	0	754	38	0	
14	0	0	0	0	508	507	0	719	38	0	
15	0	0	0	0	508	507	0	670	38	0	
0	0	0	0	0	514	507	0	649	38	0	
1	0	0	0	0	508	507	0	652	38	0	
2	0	0	0	0	504	508	0	587	39	0	
3	0	0	0	0	499	508	0	510	38	0	
4	0	0	0	0	503	509	0	508	38	0	
5	0	0	0	0	512	509	0	546	39	0	
6	0	0	0	0	510	509	0	618	38	0	
7	0	0	0	0	508	509	0	684	38	0	
8	0	0	0	0	509	508	0	697	38	0	
9	0	0	0	0	511	510	0	633	38	0	
10	0	0	0	0	511	510	0	604	39	0	
11	0	0	0	0	509	508	0	645	38	0	
12	0	0	0	0	511	507	0	641	39	0	
13	0	0	0	0	515	507	0	617	38	0	
14	0	0	0	0	510	508	0	628	38	0	
15	0	0	0	0	513	507	0	661	39	0	
0	0	0	0	0	513	505	0	679	39	0	
1	0	0	0	0	508	506	0	699	39	0	
2	0	0	0	0	508	506	0	684	39	0	
3	0	0	0	0	498	507	0	637	39	0	
4	0	0	0	0	509	507	0	608	39	0	
5	0	0	0	0	504	507	0	598	39	0	
6	0	0	0	0	502	507	0	604	38	0	
7	0	0	0	0	508	507	0	618	39	0	
8	0	0	0	0	509	507	0	618	39	0	
9	0	0	0	0	507	507	0	596	39	0	
10	0	0	0	0	513	507	0	510	39	0	
11	0	0	0	0	504	507	0	476	39	0	
12	0	0	0	0	515	507	0	581	39	0	
