tiempo,valor
32000.0,505.0
32000.999999999996,509.0
32002.000000000004,503.0
32003.0,508.0
32003.999999999996,508.0
32005.000000000004,505.0
32006.0,512.0
32006.999999999996,518.0
32008.000000000004,517.0
32009.0,515.0
32009.999999999996,514.0
32011.000000000004,507.0
32012.0,503.0
32012.999999999996,513.0
32014.000000000004,511.0
32015.0,502.0
32016.0,505.0
32017.000000000004,503.0
32018.0,494.0
32019.0,507.0
32020.000000000004,515.0
32021.0,509.0
32022.0,504.0
32023.000000000004,520.0
32024.0,513.0
32025.0,515.0
32026.000000000004,511.0
32027.0,515.0
32028.0,508.0
32029.000000000004,516.0
32030.0,521.0
32031.0,504.0
32032.000000000004,501.0
32033.0,507.0
32034.0,499.0
32035.000000000004,506.0
32036.0,506.0
32037.0,508.0
32038.000000000004,509.0
32039.0,514.0
32040.0,516.0
32041.000000000004,510.0
32042.0,508.0
32043.0,517.0
32044.000000000004,510.0
32045.0,510.0
32046.0,513.0
32047.000000000004,512.0
32048.0,502.0
32049.0,503.0
32049.999999999996,504.0
32051.000000000004,503.0
32052.0,499.0
32052.999999999996,504.0
32054.000000000004,507.0
32055.0,511.0
32055.999999999996,508.0
32057.000000000004,520.0
32058.0,511.0
32058.999999999996,515.0
32060.000000000004,514.0
32061.0,510.0
32061.999999999996,508.0
32063.000000000004,510.0
32064.0,514.0
32064.999999999996,499.0
32066.000000000004,497.0
32067.0,504.0
32067.999999999996,504.0
32069.000000000004,510.0
32070.0,515.0
32070.999999999996,504.0
32072.000000000004,509.0
32073.0,511.0
32073.999999999996,521.0
32075.000000000004,511.0
32076.0,505.0
32077.0,509.0
32078.000000000004,507.0
32079.0,509.0
32080.0,511.0
32081.000000000004,510.0
32082.0,503.0
32083.0,503.0
32084.000000000004,502.0
32085.0,503.0
32086.0,505.0
32087.000000000004,510.0
32088.0,507.0
32089.0,515.0
32090.000000000004,511.0
32091.0,515.0
32092.0,508.0
32093.000000000004,513.0
32094.0,509.0
32095.0,509.0
32096.000000000004,511.0
32097.0,512.0
32098.0,502.0
32099.000000000004,504.0
32100.0,513.0
32101.0,502.0
32102.000000000004,504.0
32103.0,503.0
32104.0,509.0
32105.000000000004,515.0
32106.0,511.0
32107.0,512.0
32108.000000000004,509.0
32109.0,506.0
