tiempo,valor
6000.0,500.0
6001.0,487.0
6002.0,503.0
6003.0,511.0
6004.0,520.0
6005.0,540.0
6006.0,572.0
6007.000000000001,577.0
6008.0,561.0
6009.0,543.0
6010.0,539.0
6011.0,494.0
6012.0,480.0
6013.0,479.0
6014.0,483.0
6015.000000000001,487.0
6016.0,483.0
6017.0,482.0
6018.0,477.0
6019.0,485.0
6020.000000000001,516.0
6021.0,530.0
6022.0,516.0
6023.0,493.0
6024.0,491.0
6025.0,505.0
6026.0,508.0
6027.0,512.0
6028.000000000001,516.0
6029.0,520.0
6030.0,518.0
6031.0,518.0
6032.0,515.0
6033.0,514.0
6034.0,522.0
6035.0,513.0
6036.000000000001,489.0
6037.0,480.0
6038.0,484.0
6039.0,506.0
6040.0,514.0
6041.0,513.0
6042.0,541.0
6043.0,552.0
6044.000000000001,566.0
6045.0,556.0
6046.0,504.0
6047.0,482.0
6048.0,494.0
6049.0,505.0
6050.0,524.0
6051.0,542.0
6052.000000000001,539.0
6053.0,511.0
6054.0,473.0
6055.0,460.0
6056.0,460.0
6057.0,478.0
6058.0,492.0
6059.0,491.0
6060.000000000001,475.0
6061.0,437.0
6062.0,440.0
6063.0,472.0
6064.0,480.0
6065.0,501.0
6066.0,538.0
6067.0,551.0
6068.000000000001,583.0
6069.0,574.0
6070.0,561.0
6071.0,579.0
6072.0,585.0
6073.0,579.0
6074.0,559.0
6075.0,536.0
6076.000000000001,522.0
6077.0,505.0
6078.0,484.0
6079.0,487.0
6080.0,485.0
6081.0,492.0
6082.0,497.0
6083.0,439.0
6084.000000000001,407.0
6085.0,402.0
6086.0,435.0
6087.0,486.0
6088.0,523.0
6089.0,543.0
6090.0,558.0
6091.0,575.0
6092.000000000001,573.0
6093.0,562.0
6094.0,540.0
6095.0,526.0
6096.0,516.0
6097.0,524.0
6098.0,509.0
6099.0,502.0
6100.000000000001,474.0
6101.0,451.0
6102.0,451.0
6103.0,456.0
6104.0,457.0
6105.0,492.0
6106.0,524.0
6107.0,521.0
6108.000000000001,513.0
6109.0,526.0
6110.0,539.0
6111.0,547.0
6112.0,519.0
6113.0,498.0
6114.0,505.0
6115.0,520.0
6116.000000000001,513.0
6117.0,513.0
6118.0,525.0
6119.0,501.0
6120.0,474.0
6121.0,483.0
6122.0,493.0
6123.0,507.0
6124.000000000001,516.0
6125.0,537.0
6126.0,538.0
