Vector1,Vector2
5.91,522.0
5.9110000000000005,510.0
5.912,498.0
5.913,492.0
5.914,486.0
5.915,471.0
5.916,466.0
5.917,470.0
5.918,484.0
5.9190000000000005,504.0
5.92,510.0
5.921,519.0
5.922,535.0
5.923,542.0
5.924,541.0
5.925,543.0
5.926,543.0
5.9270000000000005,532.0
5.928,534.0
5.929,519.0
5.93,507.0
5.931,510.0
5.932,515.0
5.933,528.0
5.934,505.0
5.9350000000000005,475.0
5.936,468.0
5.937,462.0
5.938,474.0
5.939,489.0
5.94,499.0
5.941,490.0
5.942,496.0
5.9430000000000005,507.0
5.944,513.0
5.945,527.0
5.946,532.0
5.947,533.0
5.948,545.0
5.949,548.0
5.95,544.0
5.9510000000000005,538.0
5.952,521.0
5.953,519.0
5.954,515.0
5.955,504.0
5.956,486.0
5.957,471.0
5.958,478.0
5.9590000000000005,489.0
5.96,488.0
5.961,490.0
5.962,499.0
5.963,505.0
5.964,513.0
5.965,511.0
5.966,500.0
5.9670000000000005,489.0
5.968,498.0
5.969,511.0
5.97,513.0
5.971,517.0
5.972,519.0
5.973,505.0
5.974,501.0
5.9750000000000005,499.0
5.976,495.0
5.977,502.0
5.978,507.0
5.979,512.0
5.98,523.0
5.981,519.0
5.982,518.0
5.9830000000000005,545.0
5.984,550.0
5.985,544.0
5.986,526.0
5.987,517.0
5.988,506.0
5.989,500.0
5.99,495.0
5.9910000000000005,493.0
5.992,493.0
5.993,488.0
5.994,490.0
5.995,497.0
5.996,498.0
5.997,487.0
5.998,492.0
5.9990000000000006,496.0
6.0,500.0
6.001,487.0
6.002,503.0
6.003,511.0
6.0040000000000004,520.0
6.005,540.0
6.006,572.0
6.007000000000001,577.0
6.008,561.0
6.009,543.0
6.01,539.0
6.011,494.0
6.0120000000000005,480.0
6.013,479.0
6.014,483.0
6.015000000000001,487.0
6.016,483.0
6.017,482.0
6.018,477.0
6.019,485.0
6.0200000000000005,516.0
6.021,530.0
6.022,516.0
6.023,493.0
6.024,491.0
6.025,505.0
6.026,508.0
6.027,512.0
6.0280000000000005,516.0
6.029,520.0
6.03,518.0
6.031,518.0
6.032,515.0
6.033,514.0
6.034,522.0
6.035,513.0
6.0360000000000005,489.0
6.037,480.0
6.038,484.0
6.039,506.0
6.04,514.0
6.041,513.0
6.042,541.0
6.043,552.0
6.0440000000000005,566.0
6.045,556.0
6.046,504.0
6.047,482.0
6.048,494.0
6.049,505.0
6.05,524.0
6.051,542.0
6.0520000000000005,539.0
6.053,511.0
6.054,473.0
6.055,460.0
6.056,460.0
6.057,478.0
6.058,492.0
6.059,491.0
6.0600000000000005,475.0
6.061,437.0
6.062,440.0
6.063,472.0
6.064,480.0
6.065,501.0
6.066,538.0
6.067,551.0
6.0680000000000005,583.0
6.069,574.0
6.07,561.0
6.071,579.0
6.072,585.0
6.073,579.0
6.074,559.0
6.075,536.0
6.0760000000000005,522.0
6.077,505.0
6.078,484.0
6.079,487.0
6.08,485.0
6.081,492.0
6.082,497.0
6.083,439.0
6.0840000000000005,407.0
6.085,402.0
6.086,435.0
6.087,486.0
6.088,523.0
6.089,543.0
6.09,558.0
6.091,575.0
6.0920000000000005,573.0
6.093,562.0
6.094,540.0
6.095,526.0
6.096,516.0
6.097,524.0
6.098,509.0
6.099,502.0
6.1000000000000005,474.0
6.101,451.0
6.102,451.0
6.103,456.0
6.104,457.0
6.105,492.0
6.106,524.0
6.107,521.0
6.1080000000000005,513.0
6.109,526.0
6.11,539.0
6.111,547.0
6.112,519.0
6.113,498.0
6.114,505.0
6.115,520.0
6.1160000000000005,513.0
6.117,513.0
6.118,525.0
6.119,501.0
6.12,474.0
6.121,483.0
6.122,493.0
6.123,507.0
6.1240000000000006,516.0
6.125,537.0
6.126,538.0
6.127,547.0
6.128,553.0
6.1290000000000004,554.0
6.13,551.0
6.131,531.0
6.132000000000001,501.0
6.133,502.0
6.134,527.0
6.135,498.0
6.136,466.0
6.1370000000000005,443.0
6.138,440.0
6.139,464.0
6.140000000000001,531.0
6.141,566.0
6.142,599.0
6.143,575.0
6.144,578.0
6.1450000000000005,516.0
6.146,427.0
6.147,412.0
6.148,410.0
6.149,408.0
6.15,443.0
6.151,508.0
6.152,543.0
6.1530000000000005,558.0
6.154,580.0
6.155,576.0
6.156,556.0
6.157,529.0
6.158,497.0
6.159,484.0
6.16,499.0
6.1610000000000005,505.0
6.162,513.0
6.163,500.0
6.164,478.0
6.165,428.0
6.166,401.0
6.167,444.0
6.168,489.0
6.1690000000000005,527.0
6.17,562.0
6.171,561.0
6.172,568.0
6.173,590.0
6.174,586.0
6.175,565.0
6.176,551.0
6.1770000000000005,537.0
6.178,508.0
6.179,493.0
6.18,478.0
6.181,480.0
6.182,470.0
6.183,460.0
6.184,492.0
6.1850000000000005,502.0
6.186,523.0
6.187,524.0
6.188,508.0
6.189,543.0
6.19,552.0
6.191,511.0
6.192,540.0
6.1930000000000005,512.0
6.194,436.0
6.195,486.0
6.196,507.0
6.197,513.0
6.198,516.0
6.199,524.0
6.2,481.0
6.2010000000000005,494.0
6.202,503.0
6.203,490.0
6.204,502.0
6.205,475.0
6.206,461.0
6.207,476.0
6.208,482.0
6.2090000000000005,516.0
6.21,525.0
6.211,548.0
6.212,579.0
6.213,556.0
6.214,526.0
6.215,533.0
6.216,561.0
6.2170000000000005,537.0
6.218,527.0
6.219,537.0
6.22,537.0
6.221,509.0
6.222,511.0
6.223,504.0
6.224,481.0
6.2250000000000005,446.0
6.226,455.0
6.227,479.0
6.228,507.0
6.229,567.0
6.23,543.0
6.231,510.0
6.232,499.0
6.2330000000000005,388.0
6.234,363.0
6.235,435.0
6.236,499.0
6.237,520.0
6.238,508.0
6.239,533.0
6.24,524.0
6.2410000000000005,553.0
6.242,583.0
6.243,598.0
6.244,591.0
6.245,578.0
6.246,547.0
6.247,506.0
6.248,478.0
6.2490000000000006,467.0
6.25,470.0
6.251,492.0
6.252,496.0
6.253,497.0
6.2540000000000004,498.0
6.255,497.0
6.256,471.0
6.257000000000001,444.0
6.258,454.0
6.259,462.0
6.26,483.0
6.261,514.0
6.2620000000000005,540.0
6.263,560.0
6.264,571.0
6.265000000000001,571.0
6.266,572.0
6.267,567.0
6.268,570.0
6.269,525.0
6.2700000000000005,482.0
6.271,459.0
6.272,385.0
6.273,352.0
6.274,342.0
6.275,359.0
6.276,415.0
6.277,447.0
6.2780000000000005,549.0
6.279,615.0
6.28,658.0
6.281,696.0
6.282,679.0
6.283,626.0
6.284,579.0
6.285,530.0
6.2860000000000005,515.0
6.287,515.0
6.288,507.0
6.289,455.0
6.29,430.0
6.291,370.0
6.292,414.0
6.293,422.0
6.2940000000000005,424.0
6.295,542.0
6.296,602.0
6.297,591.0
6.298,608.0
6.299,613.0
6.3,607.0
6.301,597.0
6.3020000000000005,577.0
6.303,529.0
6.304,468.0
6.305,395.0
6.306,367.0
6.307,398.0
6.308,432.0
6.309,470.0
6.3100000000000005,509.0
6.311,573.0
6.312,621.0
6.313,587.0
6.314,527.0
6.315,526.0
6.316,496.0
6.317,489.0
6.3180000000000005,523.0
6.319,551.0
6.32,554.0
6.321,505.0
6.322,408.0
6.323,390.0
6.324,360.0
6.325,365.0
6.3260000000000005,398.0
6.327,410.0
6.328,458.0
6.329,539.0
6.33,587.0
6.331,600.0
6.332,639.0
6.333,662.0
6.3340000000000005,622.0
6.335,638.0
6.336,567.0
6.337,536.0
6.338,486.0
6.339,441.0
6.34,446.0
6.341,432.0
6.3420000000000005,451.0
6.343,459.0
6.344,404.0
6.345,448.0
6.346,497.0
6.347,553.0
6.348,574.0
6.349,543.0
6.3500000000000005,553.0
6.351,537.0
6.352,519.0
6.353,564.0
6.354,560.0
6.355,574.0
6.356,564.0
6.357,542.0
6.3580000000000005,539.0
6.359,519.0
6.36,492.0
6.361,480.0
6.362,469.0
6.363,451.0
6.364,461.0
6.365,455.0
6.3660000000000005,440.0
6.367,456.0
6.368,465.0
6.369,422.0
6.37,412.0
6.371,417.0
6.372,475.0
6.373,562.0
6.3740000000000006,633.0
6.375,665.0
6.376,639.0
6.377,647.0
6.378,545.0
6.3790000000000004,508.0
6.38,506.0
6.381,409.0
6.382000000000001,371.0
6.383,406.0
6.384,441.0
6.385,492.0
6.386,554.0
6.3870000000000005,464.0
6.388,377.0
6.389,415.0
6.390000000000001,452.0
6.391,520.0
6.392,659.0
6.393,763.0
6.394,812.0
6.3950000000000005,775.0
6.396,647.0
6.397,569.0
6.398000000000001,479.0
6.399,435.0
6.4,415.0
6.401,386.0
6.402,401.0
6.4030000000000005,362.0
6.404,416.0
6.405,512.0
6.406,547.0
6.407,536.0
6.408,538.0
6.409,545.0
6.41,494.0
6.4110000000000005,481.0
6.412,456.0
6.413,448.0
6.414,419.0
6.415,363.0
6.416,363.0
6.417,384.0
6.418,428.0
6.4190000000000005,534.0
6.42,620.0
6.421,686.0
6.422,683.0
6.423,641.0
6.424,664.0
6.425,603.0
6.426,531.0
6.4270000000000005,519.0
6.428,475.0
6.429,438.0
6.43,428.0
6.431,417.0
6.432,416.0
6.433,436.0
6.434,479.0
6.4350000000000005,540.0
6.436,564.0
6.437,579.0
6.438,580.0
6.439,567.0
6.44,547.0
6.441,543.0
6.442,526.0
6.4430000000000005,492.0
6.444,453.0
6.445,427.0
6.446,454.0
6.447,470.0
6.448,469.0
6.449,499.0
6.45,527.0
6.4510000000000005,555.0
6.452,535.0
6.453,486.0
6.454,459.0
6.455,454.0
6.456,451.0
6.457,485.0
6.458,474.0
6.4590000000000005,501.0
6.46,527.0
6.461,537.0
6.462,536.0
6.463,503.0
6.464,512.0
6.465,553.0
6.466,628.0
6.4670000000000005,608.0
6.468,547.0
6.469,489.0
6.47,477.0
6.471,451.0
6.472,474.0
6.473,524.0
6.474,571.0
6.4750000000000005,562.0
6.476,560.0
6.477,544.0
6.478,543.0
6.479,557.0
6.48,542.0
6.481,515.0
6.482,494.0
6.4830000000000005,508.0
6.484,459.0
6.485,348.0
6.486,288.0
6.487,280.0
6.488,312.0
6.489,462.0
6.49,587.0
6.4910000000000005,672.0
6.492,703.0
6.493,673.0
6.494,682.0
6.495,659.0
6.496,623.0
6.497,574.0
6.498,511.0
6.4990000000000006,454.0
6.5,435.0
6.501,391.0
6.502,399.0
6.503,402.0
6.5040000000000004,411.0
6.505,472.0
6.506,516.0
6.507000000000001,545.0
6.508,575.0
6.509,531.0
6.51,436.0
6.511,436.0
6.5120000000000005,470.0
6.513,480.0
6.514,499.0
6.515000000000001,526.0
6.516,533.0
6.517,546.0
6.518,553.0
6.519,551.0
6.5200000000000005,545.0
6.521,550.0
6.522,524.0
6.523000000000001,529.0
6.524,511.0
6.525,484.0
6.526,464.0
6.527,496.0
6.5280000000000005,526.0
6.529,536.0
6.53,513.0
6.531,452.0
6.532,418.0
6.533,479.0
6.534,534.0
6.535,523.0
6.5360000000000005,510.0
6.537,527.0
6.538,539.0
6.539,529.0
6.54,517.0
6.541,506.0
6.542,497.0
6.543,500.0
6.5440000000000005,511.0
6.545,525.0
6.546,547.0
6.547,549.0
6.548,511.0
6.549,491.0
6.55,459.0
6.551,418.0
6.5520000000000005,446.0
6.553,483.0
6.554,493.0
6.555,507.0
6.556,513.0
6.557,512.0
6.558,540.0
6.559,563.0
6.5600000000000005,563.0
6.561,496.0
6.562,464.0
6.563,455.0
6.564,465.0
6.565,491.0
6.566,551.0
6.567,651.0
6.5680000000000005,700.0
6.569,671.0
6.57,642.0
6.571,578.0
6.572,508.0
6.573,476.0
6.574,487.0
6.575,416.0
6.5760000000000005,357.0
6.577,356.0
6.578,369.0
6.579,441.0
6.58,490.0
6.581,537.0
6.582,561.0
6.583,556.0
6.5840000000000005,535.0
6.585,503.0
6.586,463.0
6.587,497.0
6.588,510.0
6.589,524.0
6.59,525.0
6.591,529.0
6.5920000000000005,550.0
6.593,549.0
6.594,521.0
6.595,503.0
6.596,473.0
6.597,467.0
6.598,476.0
6.599,482.0
6.6000000000000005,522.0
6.601,542.0
6.602,556.0
6.603,540.0
6.604,505.0
6.605,513.0
6.606,519.0
6.607,524.0
6.6080000000000005,517.0
6.609,436.0
6.61,451.0
6.611,483.0
6.612,508.0
6.613,492.0
6.614,433.0
6.615,440.0
6.6160000000000005,457.0
6.617,477.0
6.618,554.0
6.619,620.0
6.62,594.0
6.621,559.0
6.622,519.0
6.623,508.0
6.6240000000000006,487.0
6.625,478.0
6.626,495.0
6.627,551.0
6.628,624.0
6.6290000000000004,657.0
6.63,592.0
6.631,568.0
6.632000000000001,526.0
6.633,487.0
6.634,463.0
6.635,449.0
6.636,460.0
6.6370000000000005,438.0
6.638,446.0
6.639,496.0
6.640000000000001,509.0
6.641,514.0
6.642,535.0
6.643,528.0
6.644,488.0
6.6450000000000005,466.0
6.646,438.0
6.647,404.0
6.648000000000001,399.0
6.649,412.0
6.65,454.0
6.651,513.0
6.652,550.0
6.6530000000000005,569.0
6.654,582.0
6.655,579.0
6.656000000000001,574.0
6.657,587.0
6.658,582.0
6.659,568.0
6.66,551.0
6.6610000000000005,560.0
6.662,543.0
6.663,487.0
6.664,472.0
6.665,460.0
6.666,475.0
6.667,524.0
6.668,552.0
6.6690000000000005,523.0
6.67,421.0
6.671,399.0
6.672,431.0
6.673,467.0
6.674,475.0
6.675,479.0
6.676,477.0
6.6770000000000005,510.0
6.678,518.0
6.679,491.0
6.68,461.0
6.681,476.0
6.682,494.0
6.683,526.0
6.684,562.0
6.6850000000000005,633.0
6.686,661.0
6.687,646.0
6.688,611.0
6.689,628.0
6.69,570.0
6.691,503.0
6.692,433.0
6.6930000000000005,379.0
6.694,372.0
6.695,466.0
6.696,468.0
6.697,493.0
6.698,509.0
6.699,558.0
6.7,566.0
6.7010000000000005,544.0
6.702,496.0
6.703,481.0
6.704,460.0
6.705,463.0
6.706,499.0
6.707,511.0
6.708,503.0
6.7090000000000005,514.0
6.71,499.0
6.711,458.0
6.712,464.0
6.713,512.0
6.714,533.0
6.715,573.0
6.716,576.0
6.7170000000000005,564.0
6.718,532.0
6.719,515.0
6.72,513.0
6.721,503.0
6.722,492.0
6.723,509.0
6.724,518.0
6.7250000000000005,493.0
6.726,437.0
6.727,372.0
6.728,355.0
6.729,359.0
6.73,433.0
6.731,528.0
6.732,591.0
6.7330000000000005,646.0
6.734,735.0
6.735,735.0
6.736,664.0
6.737,610.0
6.738,540.0
6.739,466.0
6.74,423.0
6.7410000000000005,434.0
6.742,431.0
6.743,442.0
6.744,460.0
6.745,448.0
6.746,467.0
6.747,500.0
6.748,496.0
6.7490000000000006,437.0
6.75,366.0
6.751,369.0
6.752,446.0
6.753,479.0
6.7540000000000004,566.0
6.755,639.0
6.756,738.0
6.757000000000001,658.0
6.758,648.0
6.759,643.0
6.76,617.0
6.761,523.0
6.7620000000000005,480.0
6.763,494.0
6.764,462.0
6.765000000000001,436.0
6.766,409.0
6.767,408.0
6.768,430.0
6.769,448.0
6.7700000000000005,489.0
6.771,519.0
6.772,532.0
6.773000000000001,538.0
6.774,516.0
6.775,503.0
6.776,503.0
6.777,526.0
6.7780000000000005,544.0
6.779,508.0
6.78,476.0
6.781000000000001,441.0
6.782,484.0
6.783,557.0
6.784,518.0
6.785,492.0
6.7860000000000005,479.0
6.787,521.0
6.788,534.0
6.789,545.0
6.79,528.0
6.791,514.0
6.792,496.0
6.793,476.0
6.7940000000000005,471.0
6.795,435.0
6.796,455.0
6.797,490.0
6.798,523.0
6.799,547.0
6.8,569.0
6.801,606.0
6.8020000000000005,590.0
6.803,574.0
6.804,529.0
6.805,491.0
6.806,459.0
6.807,454.0
6.808,480.0
6.809,489.0
6.8100000000000005,458.0
6.811,480.0
6.812,523.0
6.813,537.0
6.814,536.0
6.815,493.0
6.816,476.0
6.817,572.0
6.8180000000000005,568.0
6.819,526.0
6.82,502.0
6.821,483.0
6.822,479.0
6.823,492.0
6.824,515.0
6.825,515.0
6.8260000000000005,505.0
6.827,508.0
6.828,527.0
6.829,523.0
6.83,521.0
6.831,494.0
6.832,498.0
6.833,479.0
6.8340000000000005,422.0
6.835,415.0
6.836,448.0
6.837,503.0
6.838,571.0
6.839,619.0
6.84,656.0
6.841,607.0
6.8420000000000005,508.0
6.843,479.0
6.844,482.0
6.845,502.0
6.846,480.0
6.847,488.0
6.848,515.0
6.849,515.0
6.8500000000000005,527.0
6.851,537.0
6.852,519.0
6.853,491.0
6.854,471.0
6.855,428.0
6.856,421.0
6.857,415.0
6.8580000000000005,442.0
6.859,426.0
6.86,460.0
6.861,516.0
6.862,553.0
6.863,591.0
6.864,647.0
6.865,696.0
6.8660000000000005,680.0
6.867,630.0
6.868,547.0
6.869,498.0
6.87,481.0
6.871,457.0
6.872,417.0
6.873,387.0
6.8740000000000006,360.0
6.875,391.0
6.876,481.0
6.877,483.0
6.878,485.0
6.8790000000000004,526.0
6.88,574.0
6.881,601.0
6.882000000000001,610.0
6.883,549.0
6.884,542.0
6.885,556.0
6.886,563.0
6.8870000000000005,516.0
6.888,465.0
6.889,427.0
6.890000000000001,415.0
6.891,417.0
6.892,455.0
6.893,489.0
6.894,506.0
6.8950000000000005,538.0
6.896,567.0
6.897,588.0
6.898000000000001,518.0
6.899,509.0
6.9,538.0
6.901,562.0
6.902,541.0
6.9030000000000005,518.0
6.904,494.0
6.905,450.0
6.906000000000001,466.0
6.907,518.0
6.908,521.0
6.909,493.0
6.91,488.0
6.9110000000000005,488.0
6.912,475.0
6.913,492.0
6.914,495.0
6.915,502.0
6.916,497.0
6.917,520.0
6.918,534.0
6.9190000000000005,534.0
6.92,506.0
6.921,519.0
6.922,522.0
6.923,512.0
6.924,550.0
6.925,587.0
6.926,551.0
6.9270000000000005,520.0
6.928,527.0
6.929,529.0
6.93,534.0
6.931,510.0
6.932,480.0
6.933,451.0
6.934,400.0
6.9350000000000005,405.0
6.936,423.0
6.937,436.0
6.938,478.0
6.939,538.0
6.94,583.0
6.941,585.0
6.942,580.0
6.9430000000000005,576.0
6.944,569.0
6.945,529.0
6.946,503.0
6.947,501.0
6.948,496.0
6.949,496.0
6.95,507.0
6.9510000000000005,504.0
6.952,485.0
6.953,504.0
6.954,503.0
6.955,500.0
6.956,500.0
6.957,482.0
6.958,478.0
6.9590000000000005,507.0
6.96,515.0
6.961,515.0
6.962,530.0
6.963,516.0
6.964,482.0
6.965,427.0
6.966,472.0
6.9670000000000005,476.0
6.968,489.0
6.969,515.0
6.97,551.0
6.971,518.0
6.972,483.0
6.973,481.0
6.974,539.0
6.9750000000000005,551.0
6.976,542.0
6.977,539.0
6.978,567.0
6.979,553.0
6.98,543.0
6.981,536.0
6.982,536.0
6.9830000000000005,517.0
6.984,515.0
6.985,513.0
6.986,495.0
6.987,483.0
6.988,475.0
6.989,482.0
6.99,490.0
6.9910000000000005,497.0
6.992,496.0
6.993,493.0
6.994,487.0
6.995,486.0
6.996,496.0
6.997,502.0
6.998,507.0
6.9990000000000006,507.0
7.0,515.0
7.001,521.0
7.002,526.0
7.003,523.0
7.0040000000000004,524.0
7.005,523.0
7.006,517.0
7.007000000000001,507.0
7.008,516.0
7.009,520.0
7.01,518.0
7.011,511.0
7.0120000000000005,492.0
7.013,462.0
7.014,463.0
7.015000000000001,470.0
7.016,479.0
7.017,520.0
7.018,547.0
7.019,569.0
7.0200000000000005,550.0
7.021,531.0
7.022,530.0
7.023000000000001,510.0
7.024,491.0
7.025,479.0
7.026,477.0
7.027,485.0
7.0280000000000005,499.0
7.029,507.0
7.03,524.0
7.031000000000001,526.0
7.032,526.0
7.033,519.0
7.034,515.0
7.035,531.0
7.0360000000000005,537.0
7.037,515.0
7.038,501.0
7.039000000000001,501.0
7.04,503.0
7.041,504.0
7.042,495.0
7.043,494.0
7.0440000000000005,492.0
7.045,496.0
7.046,500.0
7.047,504.0
7.048,512.0
7.049,509.0
7.05,512.0
7.051,524.0
7.0520000000000005,517.0
7.053,510.0
7.054,522.0
7.055,515.0
7.056,527.0
7.057,518.0
7.058,524.0
7.059,499.0
7.0600000000000005,484.0
7.061,481.0
7.062,484.0
7.063,491.0
7.064,504.0
7.065,519.0
7.066,520.0
7.067,527.0
7.0680000000000005,516.0
7.069,515.0
7.07,500.0
7.071,492.0
7.072,504.0
7.073,512.0
7.074,514.0
7.075,515.0
7.0760000000000005,515.0
7.077,511.0
7.078,510.0
7.079,511.0
7.08,506.0
7.081,509.0
7.082,508.0
7.083,514.0
7.0840000000000005,521.0
7.085,520.0
7.086,516.0
7.087,511.0
7.088,515.0
7.089,510.0
7.09,497.0
7.091,500.0
7.0920000000000005,500.0
7.093,499.0
7.094,500.0
7.095,503.0
7.096,504.0
7.097,509.0
7.098,510.0
7.099,516.0
7.1000000000000005,524.0
7.101,529.0
7.102,520.0
7.103,511.0
7.104,508.0
7.105,502.0
7.106,502.0
7.107,499.0
7.1080000000000005,501.0
7.109,500.0
7.11,502.0
7.111,514.0
7.112,519.0
7.113,516.0
7.114,501.0
7.115,467.0
7.1160000000000005,470.0
7.117,511.0
7.118,529.0
7.119,538.0
7.12,541.0
7.121,528.0
7.122,524.0
7.123,517.0
7.1240000000000006,507.0
7.125,498.0
7.126,494.0
7.127,495.0
7.128,505.0
7.1290000000000004,510.0
7.13,508.0
7.131,507.0
7.132000000000001,502.0
7.133,506.0
7.134,527.0
7.135,535.0
7.136,530.0
7.1370000000000005,505.0
7.138,482.0
7.139,482.0
7.140000000000001,503.0
7.141,513.0
7.142,511.0
7.143,498.0
7.144,500.0
7.1450000000000005,519.0
7.146,518.0
7.147,511.0
7.148000000000001,509.0
7.149,493.0
7.15,498.0
7.151,518.0
7.152,521.0
7.1530000000000005,522.0
7.154,520.0
7.155,512.0
7.156000000000001,500.0
7.157,495.0
7.158,500.0
7.159,503.0
7.16,504.0
7.1610000000000005,507.0
7.162,508.0
7.163,506.0
7.164000000000001,516.0
7.165,523.0
7.166,515.0
7.167,505.0
7.168,508.0
7.1690000000000005,526.0
7.17,522.0
7.171,520.0
7.172,502.0
7.173,492.0
7.174,496.0
7.175,492.0
7.176,502.0
7.1770000000000005,505.0
7.178,504.0
7.179,504.0
7.18,504.0
7.181,508.0
7.182,513.0
7.183,518.0
7.184,515.0
7.1850000000000005,517.0
7.186,503.0
7.187,508.0
7.188,516.0
7.189,519.0
7.19,515.0
7.191,515.0
7.192,510.0
7.1930000000000005,515.0
7.194,522.0
7.195,528.0
7.196,522.0
7.197,490.0
7.198,474.0
7.199,469.0
7.2,494.0
7.2010000000000005,521.0
7.202,542.0
7.203,545.0
7.204,532.0
7.205,508.0
7.206,496.0
7.207,495.0
7.208,501.0
7.2090000000000005,495.0
7.21,487.0
7.211,487.0
7.212,495.0
7.213,500.0
7.214,504.0
7.215,512.0
7.216,521.0
7.2170000000000005,522.0
7.218,526.0
7.219,528.0
7.22,526.0
7.221,520.0
7.222,508.0
7.223,502.0
7.224,507.0
7.2250000000000005,505.0
7.226,503.0
7.227,503.0
7.228,498.0
7.229,502.0
7.23,509.0
7.231,511.0
7.232,508.0
7.2330000000000005,511.0
7.234,519.0
7.235,519.0
7.236,516.0
7.237,514.0
7.238,511.0
7.239,510.0
7.24,503.0
7.2410000000000005,504.0
7.242,502.0
7.243,494.0
7.244,487.0
7.245,492.0
7.246,504.0
7.247,512.0
7.248,520.0
7.2490000000000006,535.0
7.25,540.0
7.251,533.0
7.252,530.0
7.253,528.0
7.2540000000000004,512.0
7.255,505.0
7.256,504.0
7.257000000000001,498.0
7.258,491.0
7.259,490.0
7.26,491.0
7.261,495.0
7.2620000000000005,494.0
7.263,506.0
7.264,514.0
7.265000000000001,518.0
7.266,515.0
7.267,509.0
7.268,516.0
7.269,516.0
7.2700000000000005,511.0
7.271,511.0
7.272,513.0
7.273000000000001,509.0
7.274,509.0
7.275,512.0
7.276,508.0
7.277,508.0
7.2780000000000005,503.0
7.279,494.0
7.28,489.0
7.281000000000001,508.0
7.282,517.0
7.283,523.0
7.284,525.0
7.285,516.0
7.2860000000000005,510.0
7.287,512.0
7.288,514.0
7.289000000000001,512.0
7.29,514.0
7.291,510.0
7.292,504.0
7.293,495.0
7.2940000000000005,497.0
7.295,502.0
7.296,505.0
7.297,510.0
7.298,511.0
7.299,512.0
7.3,518.0
7.301,519.0
7.3020000000000005,514.0
7.303,512.0
7.304,507.0
7.305,507.0
7.306,505.0
7.307,508.0
7.308,504.0
7.309,504.0
7.3100000000000005,499.0
7.311,504.0
7.312,506.0
7.313,506.0
7.314,509.0
7.315,513.0
7.316,518.0
7.317,524.0
7.3180000000000005,533.0
7.319,533.0
7.32,521.0
7.321,502.0
7.322,483.0
7.323,493.0
7.324,500.0
7.325,503.0
7.3260000000000005,497.0
7.327,497.0
7.328,504.0
7.329,511.0
7.33,511.0
7.331,506.0
7.332,502.0
7.333,508.0
7.3340000000000005,512.0
7.335,519.0
7.336,528.0
7.337,521.0
7.338,518.0
7.339,508.0
7.34,502.0
7.341,507.0
7.3420000000000005,506.0
7.343,508.0
7.344,510.0
7.345,512.0
7.346,493.0
7.347,487.0
7.348,496.0
7.349,509.0
7.3500000000000005,513.0
7.351,520.0
7.352,522.0
7.353,513.0
7.354,516.0
7.355,519.0
7.356,521.0
7.357,521.0
7.3580000000000005,508.0
7.359,504.0
7.36,501.0
7.361,498.0
7.362,502.0
7.363,503.0
7.364,508.0
7.365,510.0
7.3660000000000005,511.0
7.367,509.0
7.368,511.0
7.369,498.0
7.37,495.0
7.371,504.0
7.372,517.0
7.373,527.0
7.3740000000000006,527.0
7.375,523.0
7.376,525.0
7.377,525.0
7.378,516.0
7.3790000000000004,505.0
7.38,496.0
7.381,484.0
7.382000000000001,488.0
7.383,504.0
7.384,510.0
7.385,513.0
7.386,514.0
7.3870000000000005,513.0
7.388,513.0
7.389,510.0
7.390000000000001,508.0
7.391,504.0
7.392,500.0
7.393,500.0
7.394,505.0
7.3950000000000005,507.0
7.396,503.0
7.397,499.0
7.398000000000001,510.0
7.399,519.0
7.4,523.0
7.401,535.0
7.402,528.0
7.4030000000000005,519.0
7.404,502.0
7.405,496.0
7.406000000000001,504.0
7.407,511.0
7.408,502.0
7.409,492.0
7.41,494.0
7.4110000000000005,499.0
7.412,505.0
7.413,510.0
7.414000000000001,516.0
7.415,513.0
7.416,526.0
7.417,537.0
7.418,531.0
7.4190000000000005,511.0
7.42,498.0
7.421,501.0
7.422000000000001,496.0
7.423,498.0
7.424,501.0
7.425,508.0
7.426,510.0
7.4270000000000005,513.0
7.428,514.0
7.429,511.0
7.43,508.0
7.431,505.0
7.432,501.0
7.433,502.0
7.434,508.0
7.4350000000000005,519.0
7.436,519.0
7.437,517.0
7.438,509.0
7.439,508.0
7.44,509.0
7.441,507.0
7.442,499.0
7.4430000000000005,497.0
7.444,503.0
7.445,506.0
7.446,506.0
7.447,505.0
7.448,506.0
7.449,507.0
7.45,512.0
7.4510000000000005,521.0
7.452,522.0
7.453,519.0
7.454,518.0
7.455,514.0
7.456,512.0
7.457,500.0
7.458,495.0
7.4590000000000005,496.0
7.46,499.0
7.461,500.0
7.462,502.0
7.463,497.0
7.464,499.0
7.465,510.0
7.466,518.0
7.4670000000000005,527.0
7.468,526.0
7.469,524.0
7.47,520.0
7.471,514.0
7.472,513.0
7.473,512.0
7.474,509.0
7.4750000000000005,508.0
7.476,510.0
7.477,510.0
7.478,500.0
7.479,491.0
7.48,477.0
7.481,492.0
7.482,504.0
7.4830000000000005,507.0
7.484,515.0
7.485,519.0
7.486,521.0
7.487,520.0
7.488,519.0
7.489,512.0
7.49,509.0
7.4910000000000005,514.0
7.492,512.0
7.493,508.0
7.494,508.0
7.495,508.0
7.496,504.0
7.497,502.0
7.498,504.0
7.4990000000000006,499.0
7.5,500.0
7.501,508.0
7.502,514.0
7.503,516.0
7.5040000000000004,516.0
7.505,511.0
7.506,507.0
