Vector1,Vector2
11.781,492.0
11.782,501.0
11.783,508.0
11.784,519.0
11.785,512.0
11.786,512.0
11.787,515.0
11.788,505.0
11.789,504.0
11.790000000000001,512.0
11.791,503.0
11.792,517.0
11.793000000000001,531.0
11.794,521.0
11.795,510.0
11.796,509.0
11.797,513.0
11.798,504.0
11.799,497.0
11.8,500.0
11.801,508.0
11.802,510.0
11.803,507.0
11.804,511.0
11.805,522.0
11.806000000000001,516.0
11.807,491.0
11.808,469.0
11.809000000000001,494.0
11.81,526.0
11.811,547.0
11.812,539.0
11.813,500.0
11.814,489.0
11.815,493.0
11.816,504.0
11.817,520.0
11.818,512.0
11.819,511.0
11.82,513.0
11.821,513.0
11.822000000000001,514.0
11.823,509.0
11.824,507.0
11.825000000000001,505.0
11.826,508.0
11.827,505.0
11.828,508.0
11.829,506.0
11.83,507.0
11.831,510.0
11.832,513.0
11.833,514.0
11.834,512.0
11.835,497.0
11.836,501.0
11.837,510.0
11.838000000000001,513.0
11.839,515.0
11.84,518.0
11.841000000000001,517.0
11.842,519.0
11.843,512.0
11.844,503.0
11.845,499.0
11.846,497.0
11.847,496.0
11.848,498.0
11.849,507.0
11.85,511.0
11.851,512.0
11.852,513.0
11.853,519.0
11.854000000000001,516.0
11.855,515.0
11.856,513.0
11.857000000000001,506.0
11.858,505.0
11.859,503.0
11.86,505.0
11.861,520.0
11.862,506.0
11.863,489.0
11.864,502.0
11.865,512.0
11.866,514.0
11.867,512.0
11.868,510.0
11.869,508.0
11.870000000000001,506.0
11.871,508.0
11.872,513.0
11.873000000000001,518.0
11.874,517.0
11.875,506.0
11.876,497.0
11.877,499.0
11.878,494.0
11.879,495.0
11.88,502.0
11.881,510.0
11.882,515.0
11.883000000000001,520.0
11.884,522.0
11.885,525.0
11.886000000000001,528.0
11.887,528.0
11.888,526.0
11.889000000000001,521.0
11.89,513.0
11.891,509.0
11.892,502.0
11.893,497.0
11.894,494.0
11.895,496.0
11.896,496.0
11.897,497.0
11.898,502.0
11.899000000000001,501.0
11.9,502.0
11.901,505.0
11.902000000000001,509.0
11.903,509.0
11.904,506.0
11.905,515.0
11.906,517.0
11.907,512.0
11.908,512.0
11.909,515.0
11.91,514.0
11.911,512.0
11.912,513.0
11.913,512.0
11.914,510.0
11.915000000000001,510.0
11.916,510.0
11.917,512.0
11.918000000000001,513.0
11.919,511.0
11.92,504.0
11.921,487.0
11.922,488.0
11.923,499.0
11.924,506.0
11.925,508.0
11.926,514.0
11.927,517.0
11.928,518.0
11.929,517.0
11.93,511.0
11.931000000000001,511.0
11.932,518.0
11.933,524.0
11.934000000000001,521.0
11.935,520.0
11.936,508.0
11.937,494.0
11.938,494.0
11.939,495.0
11.94,497.0
11.941,503.0
11.942,507.0
11.943,506.0
11.944,506.0
11.945,509.0
11.946,512.0
11.947000000000001,510.0
11.948,513.0
11.949,518.0
11.950000000000001,518.0
11.951,515.0
11.952,515.0
11.953,519.0
11.954,512.0
11.955,514.0
11.956,517.0
11.957,512.0
11.958,508.0
11.959,506.0
11.96,508.0
11.961,509.0
11.962,507.0
11.963000000000001,508.0
11.964,505.0
11.965,506.0
11.966000000000001,506.0
11.967,505.0
11.968,505.0
11.969,505.0
11.97,507.0
11.971,492.0
11.972,463.0
11.973,466.0
11.974,480.0
11.975,494.0
11.976,505.0
11.977,513.0
11.978,523.0
11.979000000000001,535.0
11.98,538.0
11.981,544.0
11.982000000000001,544.0
11.983,545.0
11.984,549.0
11.985,540.0
11.986,533.0
11.987,523.0
11.988,514.0
11.989,502.0
11.99,489.0
11.991,483.0
11.992,479.0
11.993,475.0
11.994,467.0
11.995000000000001,460.0
11.996,463.0
11.997,473.0
11.998000000000001,478.0
11.999,493.0
12.0,509.0
12.001,523.0
12.002,536.0
12.003,551.0
12.004,561.0
12.005,562.0
12.006,556.0
12.007,555.0
12.008000000000001,540.0
12.009,537.0
12.01,526.0
12.011000000000001,503.0
12.012,483.0
12.013,486.0
12.014000000000001,491.0
12.015,500.0
12.016,506.0
12.017,510.0
12.018,510.0
12.019,501.0
12.02,475.0
12.021,455.0
12.022,460.0
12.023,476.0
12.024000000000001,483.0
12.025,488.0
12.026,484.0
12.027000000000001,486.0
12.028,480.0
12.029,487.0
12.030000000000001,510.0
12.031,533.0
12.032,553.0
12.033,561.0
12.034,558.0
12.035,556.0
12.036,544.0
12.037,536.0
12.038,532.0
12.039,532.0
12.040000000000001,535.0
12.041,527.0
12.042,507.0
12.043000000000001,495.0
12.044,473.0
12.045,481.0
12.046,491.0
12.047,498.0
12.048,505.0
12.049,508.0
12.05,499.0
12.051,495.0
12.052,497.0
12.053,482.0
12.054,473.0
12.055,474.0
12.056000000000001,479.0
12.057,492.0
12.058,505.0
12.059000000000001,518.0
12.06,537.0
12.061,543.0
12.062,534.0
12.063,531.0
12.064,544.0
12.065,564.0
12.066,558.0
12.067,554.0
12.068,540.0
12.069,519.0
12.07,497.0
12.071,481.0
12.072000000000001,486.0
12.073,480.0
12.074,481.0
12.075000000000001,475.0
12.076,472.0
12.077,473.0
12.078,479.0
12.079,487.0
12.08,495.0
12.081,501.0
12.082,498.0
12.083,502.0
12.084,506.0
12.085,518.0
12.086,524.0
12.087,537.0
12.088000000000001,545.0
12.089,542.0
12.09,529.0
12.091000000000001,523.0
12.092,522.0
12.093,512.0
12.094,493.0
12.095,489.0
12.096,497.0
12.097,505.0
12.098,516.0
12.099,511.0
12.1,493.0
12.101,487.0
12.102,492.0
12.103,501.0
12.104000000000001,494.0
12.105,493.0
12.106,483.0
12.107000000000001,484.0
12.108,496.0
12.109,513.0
12.11,531.0
12.111,540.0
12.112,538.0
12.113,556.0
12.114,558.0
12.115,555.0
12.116,552.0
12.117,547.0
12.118,543.0
12.119,524.0
12.120000000000001,499.0
12.121,481.0
12.122,473.0
12.123000000000001,469.0
12.124,466.0
12.125,477.0
12.126,487.0
12.127,491.0
12.128,501.0
12.129,504.0
12.13,511.0
12.131,515.0
12.132,512.0
12.133000000000001,521.0
12.134,521.0
12.135,515.0
12.136000000000001,504.0
12.137,498.0
12.138,496.0
12.139000000000001,496.0
12.14,508.0
12.141,519.0
12.142,527.0
12.143,519.0
12.144,505.0
12.145,487.0
12.146,492.0
12.147,516.0
12.148,518.0
12.149000000000001,507.0
12.15,497.0
12.151,492.0
12.152000000000001,483.0
12.153,490.0
12.154,494.0
12.155000000000001,492.0
12.156,484.0
12.157,482.0
12.158,486.0
12.159,480.0
12.16,507.0
12.161,524.0
12.162,551.0
12.163,573.0
12.164,590.0
12.165000000000001,585.0
12.166,561.0
12.167,544.0
12.168000000000001,536.0
12.169,536.0
12.17,523.0
12.171,520.0
12.172,512.0
12.173,500.0
12.174,487.0
12.175,478.0
12.176,457.0
12.177,464.0
12.178,478.0
12.179,466.0
12.18,466.0
12.181000000000001,478.0
12.182,493.0
12.183,500.0
12.184000000000001,509.0
12.185,523.0
12.186,523.0
12.187,515.0
12.188,516.0
12.189,524.0
12.19,530.0
12.191,533.0
12.192,530.0
12.193,528.0
12.194,524.0
12.195,520.0
12.196,515.0
12.197000000000001,514.0
12.198,511.0
12.199,507.0
12.200000000000001,508.0
12.201,509.0
12.202,501.0
12.203,475.0
12.204,455.0
12.205,447.0
12.206,466.0
12.207,487.0
12.208,504.0
12.209,515.0
12.21,527.0
12.211,535.0
12.212,540.0
12.213000000000001,552.0
12.214,560.0
12.215,560.0
12.216000000000001,547.0
12.217,545.0
12.218,531.0
12.219,508.0
12.22,483.0
12.221,470.0
12.222,460.0
12.223,469.0
12.224,483.0
12.225,498.0
12.226,515.0
12.227,504.0
12.228,479.0
12.229000000000001,482.0
12.23,496.0
12.231,524.0
12.232000000000001,541.0
12.233,554.0
12.234,548.0
12.235,526.0
12.236,516.0
12.237,517.0
12.238,517.0
12.239,505.0
12.24,497.0
12.241,497.0
12.242,498.0
12.243,496.0
12.244,472.0
12.245000000000001,453.0
12.246,468.0
12.247,481.0
12.248000000000001,492.0
12.249,504.0
12.25,519.0
12.251,536.0
12.252,550.0
12.253,555.0
12.254,556.0
12.255,545.0
12.256,523.0
12.257,520.0
12.258000000000001,530.0
12.259,531.0
12.26,524.0
12.261000000000001,493.0
12.262,468.0
12.263,472.0
12.264000000000001,500.0
12.265,509.0
12.266,513.0
12.267,517.0
12.268,513.0
12.269,481.0
12.27,465.0
12.271,465.0
12.272,472.0
12.273,480.0
12.274000000000001,490.0
12.275,504.0
12.276,522.0
12.277000000000001,531.0
12.278,540.0
12.279,551.0
12.280000000000001,551.0
12.281,556.0
12.282,548.0
12.283,514.0
12.284,485.0
12.285,478.0
12.286,481.0
12.287,498.0
12.288,504.0
12.289,504.0
12.290000000000001,505.0
12.291,512.0
12.292,511.0
12.293000000000001,509.0
12.294,509.0
12.295,502.0
12.296,504.0
12.297,512.0
12.298,519.0
12.299,523.0
12.3,518.0
12.301,511.0
12.302,517.0
12.303,524.0
12.304,524.0
12.305,521.0
12.306000000000001,515.0
12.307,501.0
12.308,498.0
12.309000000000001,500.0
12.31,505.0
12.311,504.0
12.312,499.0
12.313,484.0
12.314,500.0
12.315,504.0
12.316,499.0
12.317,488.0
12.318,486.0
12.319,499.0
12.32,500.0
12.321,472.0
12.322000000000001,489.0
12.323,519.0
12.324,531.0
12.325000000000001,536.0
12.326,538.0
12.327,533.0
12.328,527.0
12.329,519.0
12.33,526.0
12.331,530.0
12.332,529.0
12.333,527.0
12.334,526.0
12.335,529.0
12.336,525.0
12.337,495.0
12.338000000000001,471.0
12.339,462.0
12.34,433.0
12.341000000000001,451.0
12.342,475.0
12.343,499.0
12.344,510.0
12.345,494.0
12.346,499.0
12.347,523.0
12.348,543.0
12.349,553.0
12.35,542.0
12.351,533.0
12.352,537.0
12.353,534.0
12.354000000000001,536.0
12.355,519.0
12.356,505.0
12.357000000000001,508.0
12.358,509.0
12.359,519.0
12.36,529.0
12.361,523.0
12.362,507.0
12.363,490.0
12.364,483.0
12.365,500.0
12.366,496.0
12.367,495.0
12.368,497.0
12.369,486.0
12.370000000000001,492.0
12.371,496.0
12.372,458.0
12.373000000000001,472.0
12.374,500.0
12.375,504.0
12.376,495.0
12.377,490.0
12.378,510.0
12.379,531.0
12.38,552.0
12.381,566.0
12.382,564.0
12.383000000000001,543.0
12.384,521.0
12.385,516.0
12.386000000000001,512.0
12.387,504.0
12.388,509.0
12.389000000000001,520.0
12.39,494.0
12.391,455.0
12.392,464.0
12.393,455.0
12.394,478.0
12.395,497.0
12.396,505.0
12.397,521.0
12.398,551.0
12.399000000000001,562.0
12.4,565.0
12.401,559.0
12.402000000000001,551.0
12.403,541.0
12.404,515.0
12.405000000000001,497.0
12.406,494.0
12.407,499.0
12.408,496.0
12.409,478.0
12.41,473.0
12.411,458.0
12.412,464.0
12.413,480.0
12.414,493.0
12.415000000000001,497.0
12.416,506.0
12.417,481.0
12.418000000000001,473.0
12.419,488.0
12.42,518.0
12.421,525.0
12.422,536.0
12.423,528.0
12.424,529.0
12.425,541.0
12.426,543.0
12.427,518.0
12.428,463.0
12.429,466.0
12.43,493.0
12.431000000000001,526.0
12.432,566.0
12.433,562.0
12.434000000000001,553.0
12.435,583.0
12.436,592.0
12.437,560.0
12.438,541.0
12.439,526.0
12.44,504.0
12.441,497.0
12.442,476.0
12.443,487.0
12.444,507.0
12.445,511.0
12.446,499.0
12.447000000000001,484.0
12.448,492.0
12.449,503.0
12.450000000000001,490.0
12.451,488.0
12.452,494.0
12.453,494.0
12.454,483.0
12.455,473.0
12.456,481.0
12.457,496.0
12.458,504.0
12.459,502.0
12.46,489.0
12.461,449.0
12.462,446.0
12.463000000000001,473.0
12.464,493.0
12.465,512.0
12.466000000000001,540.0
12.467,559.0
12.468,563.0
12.469,557.0
12.47,553.0
12.471,530.0
12.472,512.0
12.473,516.0
12.474,515.0
12.475,512.0
12.476,513.0
12.477,512.0
12.478,521.0
12.479000000000001,537.0
12.48,528.0
12.481,496.0
12.482000000000001,477.0
12.483,376.0
12.484,296.0
12.485,349.0
12.486,404.0
12.487,459.0
12.488,536.0
12.489,599.0
12.49,643.0
12.491,695.0
12.492,725.0
12.493,721.0
12.494,664.0
12.495000000000001,588.0
12.496,556.0
12.497,529.0
12.498000000000001,505.0
12.499,481.0
12.5,438.0
12.501,398.0
12.502,438.0
12.503,464.0
12.504,462.0
12.505,479.0
12.506,490.0
12.507,472.0
12.508000000000001,442.0
12.509,450.0
12.51,454.0
12.511000000000001,447.0
12.512,478.0
12.513,499.0
12.514000000000001,528.0
12.515,554.0
12.516,570.0
12.517,570.0
12.518,544.0
12.519,486.0
12.52,495.0
12.521,497.0
12.522,501.0
12.523,489.0
12.524000000000001,474.0
12.525,457.0
12.526,462.0
12.527000000000001,465.0
12.528,505.0
12.529,535.0
12.530000000000001,567.0
12.531,591.0
12.532,574.0
12.533,541.0
12.534,544.0
12.535,522.0
12.536,516.0
12.537,511.0
12.538,514.0
12.539,500.0
12.540000000000001,504.0
12.541,508.0
12.542,491.0
12.543000000000001,490.0
12.544,497.0
12.545,477.0
12.546,465.0
12.547,424.0
12.548,385.0
12.549,352.0
12.55,339.0
12.551,398.0
12.552,536.0
12.553,626.0
12.554,664.0
12.555,724.0
12.556000000000001,701.0
12.557,691.0
12.558,645.0
12.559000000000001,610.0
12.56,577.0
12.561,521.0
12.562,482.0
12.563,497.0
12.564,491.0
12.565,499.0
12.566,479.0
12.567,428.0
12.568,378.0
12.569,315.0
12.57,376.0
12.571,463.0
12.572000000000001,533.0
12.573,566.0
12.574,578.0
12.575000000000001,525.0
12.576,538.0
12.577,537.0
12.578,515.0
12.579,500.0
12.58,492.0
12.581,489.0
12.582,489.0
12.583,501.0
12.584,510.0
12.585,522.0
12.586,526.0
12.587,510.0
12.588000000000001,483.0
12.589,462.0
12.59,487.0
12.591000000000001,493.0
12.592,476.0
12.593,470.0
12.594,509.0
12.595,512.0
12.596,534.0
12.597,552.0
12.598,579.0
12.599,556.0
12.6,504.0
12.601,494.0
12.602,509.0
12.603,546.0
12.604000000000001,538.0
12.605,519.0
12.606,536.0
12.607000000000001,525.0
12.608,508.0
12.609,514.0
12.61,499.0
12.611,429.0
12.612,377.0
12.613,352.0
12.614,323.0
12.615,391.0
12.616,441.0
12.617,491.0
12.618,563.0
12.619,625.0
12.620000000000001,631.0
12.621,652.0
12.622,668.0
12.623000000000001,679.0
12.624,655.0
12.625,627.0
12.626,596.0
12.627,588.0
12.628,538.0
12.629,522.0
12.63,449.0
12.631,367.0
12.632,351.0
12.633000000000001,368.0
12.634,393.0
12.635,404.0
12.636000000000001,446.0
12.637,463.0
12.638,495.0
12.639000000000001,510.0
12.64,537.0
12.641,532.0
12.642,522.0
12.643,528.0
12.644,535.0
12.645,539.0
12.646,565.0
12.647,551.0
12.648,558.0
12.649000000000001,538.0
12.65,520.0
12.651,524.0
12.652000000000001,515.0
12.653,507.0
12.654,498.0
12.655000000000001,487.0
12.656,504.0
12.657,496.0
12.658,431.0
12.659,418.0
12.66,423.0
12.661,467.0
12.662,502.0
12.663,513.0
12.664,527.0
12.665000000000001,534.0
12.666,511.0
12.667,555.0
12.668000000000001,625.0
12.669,607.0
12.67,583.0
12.671000000000001,561.0
12.672,498.0
12.673,496.0
12.674,492.0
12.675,475.0
12.676,476.0
12.677,484.0
12.678,489.0
12.679,501.0
12.68,495.0
12.681000000000001,475.0
12.682,487.0
12.683,407.0
12.684000000000001,433.0
12.685,457.0
12.686,475.0
12.687,514.0
12.688,603.0
12.689,627.0
12.69,610.0
12.691,567.0
12.692,573.0
12.693,555.0
12.694,556.0
12.695,509.0
12.696,500.0
12.697000000000001,518.0
12.698,523.0
12.699,492.0
12.700000000000001,478.0
12.701,439.0
12.702,370.0
12.703,369.0
12.704,368.0
12.705,406.0
12.706,488.0
12.707,509.0
12.708,576.0
12.709,621.0
12.71,658.0
12.711,629.0
12.712,609.0
12.713000000000001,609.0
12.714,561.0
12.715,492.0
12.716000000000001,466.0
12.717,386.0
12.718,422.0
12.719,484.0
12.72,526.0
12.721,464.0
12.722,338.0
12.723,275.0
12.724,329.0
12.725,400.0
12.726,491.0
12.727,558.0
12.728,573.0
12.729000000000001,652.0
12.73,724.0
12.731,706.0
12.732000000000001,743.0
12.733,743.0
12.734,688.0
12.735,660.0
12.736,567.0
12.737,480.0
12.738,431.0
12.739,420.0
12.74,417.0
12.741,402.0
12.742,392.0
12.743,407.0
12.744,454.0
12.745000000000001,469.0
12.746,430.0
12.747,422.0
12.748000000000001,435.0
12.749,411.0
12.75,352.0
12.751,398.0
12.752,504.0
12.753,563.0
12.754,672.0
12.755,659.0
12.756,677.0
12.757,602.0
12.758000000000001,570.0
12.759,585.0
12.76,537.0
12.761000000000001,494.0
12.762,423.0
12.763,435.0
12.764000000000001,446.0
12.765,461.0
12.766,482.0
12.767,499.0
12.768,464.0
12.769,444.0
12.77,484.0
12.771,591.0
12.772,616.0
12.773,628.0
12.774000000000001,620.0
12.775,565.0
12.776,484.0
12.777000000000001,432.0
12.778,436.0
12.779,409.0
12.780000000000001,433.0
12.781,473.0
12.782,492.0
12.783,466.0
12.784,441.0
12.785,500.0
12.786,459.0
12.787,482.0
12.788,521.0
12.789,530.0
12.790000000000001,537.0
12.791,581.0
12.792,554.0
12.793000000000001,531.0
12.794,543.0
12.795,572.0
12.796000000000001,618.0
12.797,627.0
12.798,629.0
12.799,589.0
12.8,520.0
12.801,472.0
12.802,470.0
12.803,467.0
12.804,492.0
12.805,440.0
12.806000000000001,401.0
12.807,349.0
12.808,308.0
12.809000000000001,381.0
12.81,463.0
12.811,540.0
12.812,611.0
12.813,605.0
12.814,581.0
12.815,560.0
12.816,557.0
12.817,509.0
12.818,545.0
12.819,532.0
12.82,511.0
12.821,498.0
12.822000000000001,471.0
12.823,492.0
12.824,505.0
12.825000000000001,497.0
12.826,491.0
12.827,404.0
12.828,396.0
12.829,414.0
12.83,423.0
12.831,435.0
12.832,517.0
12.833,631.0
12.834,690.0
12.835,683.0
12.836,681.0
12.837,687.0
12.838000000000001,593.0
12.839,551.0
12.84,487.0
12.841000000000001,423.0
12.842,444.0
12.843,433.0
12.844,440.0
12.845,451.0
12.846,477.0
12.847,499.0
12.848,518.0
12.849,496.0
12.85,507.0
12.851,468.0
12.852,448.0
12.853,405.0
12.854000000000001,439.0
12.855,484.0
12.856,499.0
12.857000000000001,524.0
12.858,554.0
12.859,567.0
12.86,572.0
12.861,548.0
12.862,592.0
12.863,590.0
12.864,607.0
12.865,565.0
12.866,520.0
12.867,507.0
12.868,478.0
12.869,462.0
12.870000000000001,475.0
12.871,495.0
12.872,447.0
12.873000000000001,422.0
12.874,385.0
12.875,348.0
12.876,308.0
12.877,338.0
12.878,425.0
12.879,510.0
12.88,589.0
12.881,730.0
12.882,719.0
12.883000000000001,678.0
12.884,668.0
12.885,627.0
12.886000000000001,559.0
12.887,574.0
12.888,495.0
12.889000000000001,450.0
12.89,431.0
12.891,450.0
12.892,474.0
12.893,480.0
12.894,486.0
12.895,475.0
12.896,453.0
12.897,376.0
12.898,358.0
12.899000000000001,419.0
12.9,463.0
12.901,555.0
12.902000000000001,611.0
12.903,634.0
12.904,586.0
12.905000000000001,572.0
12.906,550.0
12.907,559.0
12.908,556.0
12.909,568.0
12.91,531.0
12.911,503.0
12.912,496.0
12.913,514.0
12.914,492.0
12.915000000000001,488.0
12.916,480.0
12.917,480.0
12.918000000000001,498.0
12.919,503.0
12.92,494.0
12.921000000000001,483.0
12.922,480.0
12.923,483.0
12.924,505.0
12.925,499.0
12.926,441.0
12.927,445.0
12.928,449.0
12.929,486.0
12.93,537.0
12.931000000000001,564.0
12.932,551.0
12.933,465.0
12.934000000000001,485.0
12.935,478.0
12.936,488.0
12.937,548.0
12.938,598.0
12.939,649.0
12.94,668.0
12.941,606.0
12.942,520.0
12.943,449.0
12.944,429.0
12.945,403.0
12.946,404.0
12.947000000000001,456.0
12.948,520.0
12.949,560.0
12.950000000000001,536.0
12.951,555.0
12.952,549.0
12.953,451.0
12.954,400.0
12.955,364.0
12.956,414.0
12.957,445.0
12.958,524.0
12.959,613.0
12.96,613.0
12.961,615.0
12.962,602.0
12.963000000000001,592.0
12.964,512.0
12.965,480.0
12.966000000000001,504.0
12.967,488.0
12.968,484.0
12.969,538.0
12.97,549.0
12.971,582.0
12.972,606.0
12.973,593.0
12.974,578.0
12.975,475.0
12.976,243.0
12.977,211.0
12.978,330.0
12.979000000000001,431.0
12.98,484.0
12.981,539.0
12.982000000000001,633.0
12.983,644.0
12.984,648.0
12.985,585.0
12.986,530.0
12.987,498.0
12.988,439.0
12.989,458.0
12.99,480.0
12.991,534.0
12.992,575.0
12.993,567.0
12.994,575.0
12.995000000000001,537.0
12.996,536.0
12.997,512.0
12.998000000000001,499.0
12.999,472.0
13.0,481.0
13.001,474.0
13.002,478.0
13.003,473.0
13.004,440.0
13.005,454.0
13.006,457.0
13.007,470.0
13.008000000000001,507.0
13.009,508.0
13.01,517.0
13.011000000000001,568.0
13.012,579.0
13.013,540.0
13.014000000000001,508.0
13.015,473.0
13.016,480.0
13.017,524.0
13.018,524.0
13.019,516.0
13.02,504.0
13.021,509.0
13.022,540.0
13.023,520.0
13.024000000000001,501.0
13.025,497.0
13.026,475.0
13.027000000000001,442.0
13.028,468.0
13.029,508.0
13.030000000000001,528.0
13.031,588.0
13.032,628.0
13.033,563.0
13.034,530.0
13.035,463.0
13.036,467.0
13.037,492.0
13.038,487.0
13.039,518.0
13.040000000000001,554.0
13.041,591.0
13.042,569.0
13.043000000000001,585.0
13.044,543.0
13.045,509.0
13.046000000000001,472.0
13.047,440.0
13.048,462.0
13.049,432.0
13.05,427.0
13.051,434.0
13.052,433.0
13.053,461.0
13.054,505.0
13.055,560.0
13.056000000000001,606.0
13.057,598.0
13.058,601.0
13.059000000000001,549.0
13.06,534.0
13.061,495.0
13.062,513.0
13.063,502.0
13.064,501.0
13.065,512.0
13.066,480.0
13.067,440.0
13.068,450.0
13.069,485.0
13.07,489.0
13.071,522.0
13.072000000000001,523.0
13.073,517.0
13.074,500.0
13.075000000000001,487.0
13.076,542.0
13.077,570.0
13.078,509.0
13.079,458.0
13.08,462.0
13.081,490.0
13.082,501.0
13.083,492.0
13.084,504.0
13.085,490.0
13.086,474.0
13.087,515.0
13.088000000000001,564.0
13.089,608.0
13.09,577.0
13.091000000000001,548.0
13.092,510.0
13.093,492.0
13.094,478.0
13.095,463.0
13.096,495.0
13.097,509.0
13.098,489.0
13.099,509.0
13.1,505.0
13.101,440.0
13.102,431.0
13.103,461.0
13.104000000000001,510.0
13.105,542.0
13.106,569.0
13.107000000000001,558.0
13.108,570.0
13.109,521.0
13.11,516.0
13.111,522.0
13.112,517.0
13.113,537.0
13.114,560.0
13.115,554.0
13.116,521.0
13.117,508.0
13.118,476.0
13.119,458.0
13.120000000000001,432.0
13.121,427.0
13.122,448.0
13.123000000000001,465.0
13.124,511.0
13.125,558.0
13.126,588.0
13.127,601.0
13.128,570.0
13.129,568.0
13.13,552.0
13.131,526.0
13.132,461.0
13.133000000000001,415.0
13.134,404.0
13.135,439.0
13.136000000000001,474.0
13.137,480.0
13.138,510.0
13.139000000000001,523.0
13.14,538.0
13.141,558.0
13.142,564.0
13.143,593.0
13.144,581.0
13.145,564.0
13.146,570.0
13.147,523.0
13.148,480.0
13.149000000000001,466.0
13.15,479.0
13.151,453.0
13.152000000000001,458.0
13.153,501.0
13.154,469.0
13.155000000000001,487.0
13.156,513.0
13.157,496.0
13.158,500.0
13.159,500.0
13.16,494.0
13.161,504.0
13.162,509.0
13.163,512.0
13.164,504.0
13.165000000000001,507.0
13.166,517.0
13.167,473.0
13.168000000000001,383.0
13.169,385.0
13.17,404.0
13.171000000000001,398.0
13.172,489.0
13.173,643.0
13.174,743.0
13.175,758.0
13.176,757.0
13.177,697.0
13.178,585.0
13.179,525.0
13.18,456.0
13.181000000000001,356.0
13.182,350.0
13.183,364.0
13.184000000000001,433.0
13.185,488.0
13.186,522.0
13.187,532.0
13.188,534.0
13.189,523.0
13.19,533.0
13.191,526.0
13.192,521.0
13.193,505.0
13.194,508.0
13.195,508.0
13.196,507.0
13.197000000000001,487.0
13.198,496.0
13.199,496.0
13.200000000000001,496.0
13.201,506.0
13.202,509.0
13.203,497.0
13.204,498.0
13.205,467.0
13.206,447.0
13.207,475.0
13.208,524.0
13.209,535.0
13.21,527.0
13.211,540.0
13.212,553.0
13.213000000000001,520.0
13.214,518.0
13.215,510.0
13.216000000000001,486.0
13.217,497.0
13.218,508.0
13.219,549.0
13.22,532.0
13.221,520.0
13.222,499.0
13.223,499.0
13.224,475.0
13.225,500.0
13.226,536.0
13.227,580.0
13.228,574.0
13.229000000000001,579.0
13.23,585.0
13.231,557.0
13.232000000000001,464.0
13.233,376.0
13.234,340.0
13.235,373.0
13.236,440.0
13.237,475.0
13.238,473.0
13.239,409.0
13.24,405.0
13.241,440.0
13.242,540.0
13.243,649.0
13.244,677.0
13.245000000000001,726.0
13.246,759.0
13.247,707.0
13.248000000000001,660.0
13.249,568.0
13.25,417.0
13.251,342.0
13.252,353.0
13.253,418.0
13.254,450.0
13.255,491.0
13.256,532.0
13.257,509.0
13.258000000000001,504.0
13.259,555.0
13.26,524.0
13.261000000000001,496.0
13.262,492.0
13.263,551.0
13.264000000000001,563.0
13.265,479.0
13.266,419.0
13.267,456.0
13.268,446.0
13.269,436.0
13.27,472.0
13.271,502.0
13.272,509.0
13.273,485.0
13.274000000000001,533.0
13.275,577.0
13.276,610.0
13.277000000000001,584.0
13.278,585.0
13.279,566.0
13.280000000000001,524.0
13.281,477.0
13.282,459.0
13.283,461.0
13.284,437.0
13.285,435.0
13.286,476.0
13.287,491.0
13.288,494.0
13.289,484.0
13.290000000000001,506.0
13.291,518.0
13.292,535.0
13.293000000000001,540.0
13.294,542.0
13.295,503.0
13.296000000000001,481.0
13.297,499.0
13.298,510.0
13.299,484.0
13.3,503.0
13.301,551.0
13.302,547.0
13.303,519.0
13.304,479.0
13.305,499.0
13.306000000000001,514.0
13.307,512.0
13.308,515.0
13.309000000000001,505.0
13.31,472.0
13.311,501.0
13.312000000000001,555.0
13.313,542.0
13.314,565.0
13.315,485.0
13.316,435.0
13.317,441.0
13.318,483.0
13.319,514.0
13.32,554.0
13.321,568.0
13.322000000000001,492.0
13.323,473.0
13.324,519.0
13.325000000000001,513.0
13.326,544.0
13.327,546.0
13.328,585.0
13.329,608.0
13.33,598.0
13.331,609.0
13.332,579.0
13.333,520.0
13.334,500.0
13.335,454.0
13.336,431.0
13.337,420.0
13.338000000000001,421.0
13.339,427.0
13.34,451.0
13.341000000000001,467.0
13.342,464.0
13.343,494.0
13.344,504.0
13.345,498.0
13.346,510.0
13.347,545.0
13.348,521.0
13.349,523.0
13.35,529.0
13.351,484.0
13.352,446.0
13.353,503.0
13.354000000000001,536.0
13.355,518.0
13.356,492.0
13.357000000000001,512.0
13.358,530.0
13.359,474.0
13.36,464.0
13.361,488.0
13.362,489.0
13.363,529.0
13.364,601.0
13.365,640.0
13.366,617.0
13.367,623.0
13.368,605.0
13.369,483.0
13.370000000000001,419.0
13.371,442.0
13.372,479.0
13.373000000000001,500.0
13.374,505.0
13.375,491.0
13.376,467.0
13.377,476.0
13.378,512.0
13.379,538.0
13.38,548.0
13.381,557.0
13.382,528.0
13.383000000000001,448.0
13.384,420.0
13.385,471.0
13.386000000000001,498.0
13.387,503.0
13.388,467.0
13.389000000000001,460.0
13.39,455.0
13.391,497.0
13.392,525.0
13.393,556.0
13.394,584.0
13.395,574.0
13.396,580.0
13.397,552.0
13.398,497.0
13.399000000000001,486.0
13.4,494.0
13.401,502.0
13.402000000000001,459.0
13.403,432.0
13.404,440.0
13.405000000000001,451.0
13.406,464.0
13.407,517.0
13.408,605.0
